ID,Date,Subject,Type,Activity,Start,End,,,,,
1182,9/1/2024,Finance,Project,Comprehensive budget eval: August,1:11 PM,1:29 PM,,,,,
1183,9/1/2024,Finance,Project,Monthly budget review - August,1:42 PM,3:06 PM,,,,,
1184,9/1/2024,Teams I,Quiz,Constraints vs Requirements Quiz Study,4:57 PM,5:10 PM,,,,,
1185,9/2/2024,SWE,Project,Project brainstorming + class prep p1,2:16 PM,2:30 PM,,,,,
1186,9/2/2024,SWE,Project,Project brainstorming + class prep p2,2:37 PM,2:45 PM,,,,,
1187,9/2/2024,Social,Socialize,Swim with mom,2:45 PM,3:45 PM,,,,,
1188,9/2/2024,SWE,Project,Project brainstorming + class prep p3,3:51 PM,6:16 PM,,,,,
1189,9/2/2024,SWE,Project,Project brainstorming + class prep p4,7:11 PM,8:35 PM,,,,,
1190,9/3/2024,DBMS,Quiz,W1 Practice quiz,8:08 AM,8:47 AM,,,,,
1191,9/3/2024,Teams I,Essay,Whitepaper p1,8:47 AM,9:27 AM,,,,,
1192,9/4/2024,Therapy,Project,Paruresis Project Day #4,9:40 AM,10:02 AM,,,,,
1193,9/4/2024,Teams I,Quiz,Requirements vs Constraints quiz practice,10:11 AM,11:02 AM,,,,,
1194,9/4/2024,Teams I,Essay,Whitepaper p2,1:21 PM,2:25 PM,,,,,
1195,9/4/2024,Teams I,Quiz,Study for quiz #1,6:05 PM,8:07 PM,,,,,
1196,9/5/2024,Teams I,Essay,Whitepaper p3,12:21 PM,1:57 PM,,,,,
1197,9/5/2024,Teams I,Essay,Whitepaper p4,2:20 PM,2:50 PM,,,,,
1198,9/5/2024,Teams I,Essay,Whitepaper p5,5:01 PM,6:59 PM,,,,,
1199,9/6/2024,Productivity,Plan,Plan p1 of day,11:03 AM,11:11 AM,,,,,
1200,9/6/2024,SWE,Project,Project overview proposal p1,12:54 PM,2:25 PM,,,,,
1201,9/6/2024,SWE,Project,Project overview proposal p2,3:30 PM,4:59 PM,,,,,
1202,9/8/2024,Teams I,Essay,Whitepaper p6,5:09 PM,5:22 PM,,,,,
1203,9/8/2024,Teams I,Essay,Whitepaper p7,5:39 PM,5:53 PM,,,,,
1204,9/8/2024,Teams I,Essay,Whitepaper p8,6:04 PM,6:35 PM,,,,,
1205,9/8/2024,Teams I,Essay,Whitepaper p9,6:45 PM,7:15 PM,,,,,
1206,9/9/2024,Therapy,Project,Paruresis Project Day #5,10:54 AM,11:12 AM,,,,,
1207,9/9/2024,Teams I,Essay,White paper p10,8:00 PM,11:52 PM,,,,,
1208,9/10/2024,Finance,Project,Analyze budget savings - 4 months,4:42 PM,5:13 PM,,,,,
1209,9/10/2024,Teams I,Quiz,Reading #1 p1,6:52 PM,7:26 PM,,,,,
1210,9/10/2024,Comparative,Project,Set up Racket,7:27 PM,7:34 PM,,,,,
1211,9/10/2024,Embedded,Lab,Lab #1 p1,8:39 PM,9:06 PM,,,,,
1212,9/11/2024,Teams I,Quiz,Reading #2 p1,10:46 AM,11:06 AM,,,,,
1213,9/11/2024,Therapy,Project,Paruresis Project Day #6,1:12 PM,1:30 PM,,,,,
1214,9/11/2024,Teams I,Quiz,Reading #2 p2,2:05 PM,2:23 PM,,,,,
1215,9/11/2024,DBMS,Homework,HW #1 p1,2:24 PM,5:45 PM,,,,,
1216,9/11/2024,Embedded,Lecture,Lecture W3 D2,6:38 PM,7:39 PM,,,,,
1217,9/11/2024,Embedded,Lecture,Lecture W3 D1 review,7:40 PM,8:31 PM,,,,,
1218,9/12/2024,Therapy,Project,Paruresis Project Day #7,5:29 PM,6:01 PM,,,,,
1219,9/13/2024,DBMS,Quiz,Quiz #2,10:49 AM,11:02 AM,,,,,
1220,9/13/2024,SWE,Project,Software development plan p1,11:02 AM,11:11 AM,,,,,
1221,9/13/2024,SWE,Project,Software development plan p2,2:34 PM,5:00 PM,,,,,
1222,9/13/2024,Embedded,Quiz,Quiz #2,8:05 PM,8:56 PM,,,,,
1223,9/14/2024,Embedded,Lab,Lab Prep,2:04 PM,4:34 PM,,,,,
1224,9/14/2024,Teams I,Lab,Deep dive: Z-wave p1,4:48 PM,5:03 PM,,,,,
1225,9/15/2024,Productivity,Chores,Plan block #1,8:30 AM,9:23 AM,,,,,
1226,9/15/2024,Productivity,Chores,Plan block #2,9:23 AM,11:03 AM,,,,,
1227,9/15/2024,Productivity,Chores,Make + eat lunch + clean up,11:28 AM,1:20 PM,,,,,
1228,9/15/2024,Productivity,Data Entry,August Data Entry,2:13 PM,2:50 PM,,,,,
1229,9/15/2024,Teams I,Lab,Research z-wave,7:36 PM,9:12 PM,,,,,
1230,9/16/2024,Productivity,Plan,Make plan for day,10:55 AM,11:11 AM,,,,,
1231,9/16/2024,Productivity,Data Entry,Data entry,2:30 PM,2:47 PM,,,,,
1232,9/16/2024,Productivity,Analysis,Data analysis of productivity data,2:48 PM,3:10 PM,,,,,
1233,9/16/2024,Productivity,Plan,Create weekly study plan,3:10 PM,3:31 PM,,,,,
1234,9/16/2024,Teams I,Quiz,Weekly Reading,3:33 PM,4:08 PM,,,,,
1235,9/16/2024,Comparative,Project,Homework #1 p1,4:09 PM,4:33 PM,,,,,
1236,9/16/2024,Embedded,Lab,Review Lab #1,4:33 PM,6:18 PM,,,,,
1237,9/17/2024,Comparative,Project,Homework #1 p2,5:24 PM,7:12 PM,,,,,
1238,9/17/2024,Comparative,Project,Homework #1 p3,8:15 PM,8:32 PM,,,,,
1239,9/17/2024,Teams I,Lab,Worksheet 3.2 - assumptions,8:44 PM,9:22 PM,,,,,
1240,9/18/2024,Productivity,Plan,Make plan #1 for the day,1:37 PM,1:41 PM,,,,,
1241,9/18/2024,SWE,Project,SCP p1,1:42 PM,2:56 PM,,,,,
1242,9/18/2024,SWE,Participation,Meeting minutes #1,3:02 PM,3:40 PM,,,,,
1243,9/18/2024,Therapy,Project,Paruresis project day # - water meditation,3:41 PM,4:03 PM,,,,,
1244,9/19/2024,SWE,Project,User stories p1,8:04 AM,8:53 AM,,,,,
1245,9/19/2024,DBMS,Homework,HW pX,5:47 PM,7:31 PM,,,,,
1246,9/20/2024,DBMS,Homework,HW pX+1,10:24 AM,11:12 AM,,,,,
1247,9/20/2024,DBMS,Quiz,Quiz #3,2:15 PM,2:50 PM,,,,,
1248,9/20/2024,DBMS,Homework,Homework #1 pX+2,2:52 PM,4:22 PM,,,,,
1249,9/20/2024,Embedded,Lecture,9/13 Lecture (Friday) w3d3 p1,4:28 PM,5:43 PM,,,,,
1250,9/20/2024,Embedded,Quiz,Quiz #3 p1,6:11 PM,6:48 PM,,,,,
1251,9/20/2024,Embedded,Quiz,Quiz #3 p2,8:33 PM,9:23 PM,,,,,
1252,9/21/2024,Embedded,Lecture,9/16 Lecture W4D1,12:54 PM,2:08 PM,,,,,
1253,9/21/2024,Therapy,Project,Paruresis project day #,3:43 PM,4:00 PM,,,,,
1254,9/21/2024,Embedded,Lecture,Watch 9/18 lecture + review 9/16 lecture,4:04 PM,5:33 PM,,,,,
1255,9/21/2024,Embedded,Quiz,OP Amp research,5:38 PM,6:19 PM,,,,,
1256,9/21/2024,Embedded,Lecture,Watch 9/18 lecture p2,6:19 PM,6:36 PM,,,,,
1257,9/21/2024,Embedded,Lecture,Watch 9/20 lecture,6:36 PM,7:33 PM,,,,,
1258,9/22/2024,Teams I,Quiz,W3 Reading,11:57 AM,12:33 PM,,,,,
1259,9/22/2024,Life,Prep,Prep for parents meeting p1,12:34 PM,2:24 PM,,,,,
1260,9/22/2024,Productivity,Data Entry,Enter sept 2024 data,2:47 PM,3:05 PM,,,,,
1261,9/22/2024,Therapy,Project,Presentation project p1,3:05 PM,4:20 PM,,,,,
1262,9/22/2024,Therapy,Project,Presentation project p2,6:05 PM,7:05 PM,,,,,
1263,9/23/2024,Productivity,Plan,Populate 5th weekly plan p1,1:57 PM,2:29 PM,,,,,
1264,9/23/2024,Productivity,Plan,Populate 5th weekly plan p2,3:20 PM,3:50 PM,,,,,
1265,9/23/2024,Embedded,Lab,Lab #2 review,3:54 PM,4:12 PM,,,,,
1266,9/23/2024,Embedded,Lab,Lab #2 start,4:40 PM,6:30 PM,,,,,
1267,9/23/2024,Finance,Chores,Pay therapy + med management bills,8:28 PM,8:31 PM,,,,,
1268,9/23/2024,Social,Text,Respond to texts,8:32 PM,8:40 PM,,,,,
1269,9/24/2024,Therapy,Project,Paruresis project meditation,8:20 AM,8:26 AM,,,,,
1270,9/24/2024,Embedded,Lecture,Review 9/23 lecture p1 (45 min),8:30 AM,8:43 AM,,,,,
1271,9/24/2024,Therapy,Project,Paruresis project day #,6:58 PM,7:21 PM,,,,,
1272,9/24/2024,Life,Chores,Laundry p1,7:37 PM,7:40 PM,,,,,
1273,9/24/2024,Embedded,Quiz,Office Hours Prep,7:43 PM,10:06 PM,,,,,
1274,9/25/2024,Embedded,Quiz,Office hours: op amp,1:20 PM,1:41 PM,,,,,
1275,9/25/2024,Teams I,Lab,Finish ws 3.4,5:28 PM,6:24 PM,,,,,
1276,9/26/2024,DBMS,Homework,Office hours prep,7:47 AM,8:51 AM,,,,,
1277,9/26/2024,DBMS,Homework,Office hours: Hw #1,1:10 PM,1:41 PM,,,,,
1278,9/26/2024,SWE,Project,SWE: update sdp,6:07 PM,6:59 PM,,,,,
1279,9/26/2024,Productivity,Analysis,Estimate how I spent my time on 9/25,7:08 PM,7:55 PM,,,,,
1280,9/26/2024,DBMS,Homework,HW #2 p1,8:25 PM,9:40 PM,,,,,
1281,9/27/2024,DBMS,Quiz,Quiz #4,10:12 AM,10:40 AM,,,,,
1282,9/27/2024,Embedded,Quiz,Quiz #4 p1,10:41 AM,11:03 AM,,,,,
1283,9/27/2024,Embedded,Quiz,Quiz #4 p2,7:20 PM,7:47 PM,,,,,
1284,9/27/2024,Embedded,Lecture,Lecture 9/25 p1,8:19 PM,8:45 PM,,,,,
1285,9/28/2024,Embedded,Lecture,Lecture 9/25 p2,12:12 PM,2:09 PM,,,,,
1286,9/28/2024,Embedded,Lecture,Lecture 9/27 p1,3:03 PM,3:37 PM,,,,,
1287,9/28/2024,Embedded,Lecture,Lecture 9/27 p2,5:55 PM,6:46 PM,,,,,
1288,9/28/2024,DBMS,Homework,HW #2 p2,6:46 PM,8:17 PM,,,,,
1289,9/29/2024,Teams I,Essay,Annotated bibliography p1,4:16 PM,4:52 PM,,,,,
1290,9/29/2024,Teams I,Essay,Annotated bibliography p2,5:31 PM,6:02 PM,,,,,
1291,9/29/2024,Teams I,Essay,Annotated bibliography p3,6:17 PM,6:28 PM,,,,,
1292,9/30/2024,Productivity,Plan,Week 5's plan reflection p1,10:11 AM,10:35 AM,,,,,
1293,9/30/2024,Productivity,Data Entry,Enter week 5 data (9/22-9/30),10:38 AM,11:00 AM,,,,,
1294,9/30/2024,Productivity,Analysis,Analyze W5 data p1,11:02 AM,11:07 AM,,,,,
1295,9/30/2024,Productivity,Analysis,Analyze W5 data p2,1:37 PM,2:23 PM,,,,,
1296,9/30/2024,Productivity,Analysis,Analyze W5 data p3,3:27 PM,5:03 PM,,,,,
1297,9/30/2024,Productivity,Plan,Make w6 plan p1,5:03 PM,5:44 PM,,,,,
1298,10/1/2024,Teams I,Essay,Annotated Biblio p4,7:57 AM,8:17 AM,,,,,
1299,10/1/2024,Teams I,Essay,Annotated Biblio p5,8:39 AM,8:51 AM,,,,,
1300,10/1/2024,Teams I,Essay,Annotated Biblio p6,4:27 PM,6:46 PM,,,,,
1301,10/1/2024,Teams I,Essay,Annotated Biblio p7,8:45 PM,9:14 PM,,,,,
1302,10/1/2024,Teams I,Quiz,Reading week #4,9:15 PM,9:48 PM,,,,,
1303,10/2/2024,Teams I,Essay,Annotated Biblio p8,10:38 AM,10:53 AM,,,,,
1304,10/2/2024,SWE,Participation,Meeting minutes p1,10:55 AM,11:07 AM,,,,,
1305,10/2/2024,SWE,Participation,Meeting minutes p2 + discord response,3:09 PM,4:28 PM,,,,,
1306,10/2/2024,Teams I,Participation,Teammate Eval Form,4:29 PM,4:32 PM,,,,,
1307,10/2/2024,Comparative,Project,Project #2 p1,4:58 PM,7:00 PM,,,,,
1308,10/2/2024,Comparative,Project,Project #2 p2,8:16 PM,9:00 PM,,,,,
1309,10/2/2024,Comparative,Project,Project #2 p3,7:56 AM,8:29 AM,,,,,
1310,10/3/2024,Comparative,Prep,Add photos to w6 lecture,2:18 PM,2:24 PM,,,,,
1311,10/3/2024,Teams I,Lab,Make hardware diagram,2:25 PM,3:04 PM,,,,,
1312,10/3/2024,SWE,Project,UI Sketch 2nd page p1,3:05 PM,3:20 PM,,,,,
1313,10/3/2024,SWE,Project,UI Sketch 2nd page p2,3:28 PM,5:11 PM,,,,,
1314,10/3/2024,SWE,Project,Update timeline p1,5:32 PM,5:46 PM,,,,,
1315,10/3/2024,SWE,Project,Update timeline p2,8:23 PM,9:10 PM,,,,,
1316,10/4/2024,DBMS,Quiz,Quiz #5,9:54 AM,10:22 AM,,,,,
1317,10/4/2024,Embedded,Quiz,Quiz #5 p1,10:23 AM,10:54 AM,,,,,
1318,10/5/2024,Comparative,Project,Project #2 p4,12:51 PM,1:51 PM,,,,,
1319,10/5/2024,Comparative,Project,Project #2 p5,2:01 PM,3:13 PM,,,,,
1320,10/5/2024,Comparative,Project,Project #2 p6,4:01 PM,6:40 PM,,,,,
1321,10/5/2024,Comparative,Project,Project #2 p7,8:20 PM,10:58 PM,,,,,
1322,10/6/2024,Life,Chores,"Block #1: Plan, vacuum",10:28 AM,11:01 AM,,,,,
1323,10/6/2024,Finance,Work,Update ebay payment,11:30 AM,11:49 AM,,,,,
1324,10/6/2024,Life,Work,Block #2: lunch + ice cube meditation,12:46 PM,1:13 PM,,,,,
1325,10/6/2024,Teams I,Presentation,Elevator pitch prep p1,1:14 PM,2:51 PM,,,,,
1326,10/6/2024,Career,Prep,Update Github p1 (add CSII project),5:16 PM,5:44 PM,,,,,
1327,10/6/2024,Career,Prep,Update Github p1 (updated ReadingME),5:55 PM,6:45 PM,,,,,
1328,10/6/2024,Life,Chores,Clean dishes,7:00 PM,7:30 PM,,,,,
1329,10/6/2024,Career,Prep,Update resume + print,7:48 PM,8:32 PM,,,,,
1330,10/6/2024,Finance,Budget,Budget review - comprehensive,8:33 PM,9:00 PM,,,,,
1331,10/6/2024,Finance,Budget,Monthly budget review #3 September,9:03 PM,9:35 PM,,,,,
1332,10/7/2024,Productivity,Data Entry,Enter data,10:10 AM,10:37 AM,,,,,
1333,10/7/2024,Productivity,Analysis,W6 Data analysis p1,11:06 AM,11:39 AM,,,,,
1334,10/7/2024,Productivity,Analysis,W6 Data analysis p2,2:02 PM,2:31 PM,,,,,
1335,10/7/2024,Productivity,Analysis,W6 Data analysis p3,3:41 PM,4:50 PM,,,,,
1336,10/7/2024,Productivity,Analysis,W6 Data analysis p4,5:07 PM,6:07 PM,,,,,
1337,10/7/2024,Productivity,Analysis,W7 plan creation,5:27 PM,6:07 PM,,,,,
1338,10/7/2024,Comparative,Exam,Exam #1 p1,6:09 PM,6:18 PM,,,,,
1339,10/7/2024,Comparative,Exam,Exam #1 p2,4:35 PM,8:55 PM,,,,,
1340,10/8/2024,Comparative,Exam,Exam #1 p3,8:15 AM,8:52 AM,,,,,
1341,10/8/2024,Comparative,Exam,Exam #1 p4,3:49 PM,8:10 PM,,,,,
1342,10/8/2024,Comparative,Exam,Exam #1 p5,9:26 PM,10:42 PM,,,,,
1343,10/10/2024,Teams I,Quiz,Weekly Reading,1:56 PM,2:14 PM,,,,,
1344,10/10/2024,Teams I,Presentation,Finish elevator pitch script,2:18 PM,2:54 PM,,,,,
1345,10/10/2024,Teams I,Lab,WS 4.1 research p1,2:55 PM,4:20 PM,,,,,
1346,10/10/2024,Teams I,Lab,WS 4.1 research p2,5:33 PM,6:47 PM,,,,,
1347,10/10/2024,Teams I,Lab,WS 4.1 research p3,7:10 PM,7:20 PM,,,,,
1348,10/10/2024,Embedded,Exam,10/11 lecture for Exam,7:28 PM,8:47 PM,,,,,
1349,10/11/2024,Embedded,Exam,Exam lecture study,1:50 PM,2:18 PM,,,,,
1350,10/11/2024,SWE,Participation,Guest lecture assignment,4:36 PM,4:58 PM,,,,,
1351,10/11/2024,DBMS,Quiz,Quiz #6,5:18 PM,5:50 PM,,,,,
1352,10/12/2024,Productivity,Plan,Make plan for day p1,1:53 PM,2:07 PM,,,,,
1353,10/12/2024,Productivity,Plan,Make plan for day p2,2:21 PM,2:42 PM,,,,,
1354,10/12/2024,Life,Chores,"Chores block: laundry, turn out lights, clean room + kitchen, dinner prep",2:44 PM,4:07 PM,,,,,
1355,10/12/2024,Teams I,Presentation,Practice elevator speech,4:08 PM,4:29 PM,,,,,
1356,10/12/2024,Embedded,Lab,Lab #2 p1,5:41 PM,8:17 PM,,,,,
1357,10/13/2024,Productivity,Plan,Plan for day p1,11:03 AM,11:25 AM,,,,,
1358,10/13/2024,Productivity,Plan,Plan for day p2,11:40 AM,12:01 PM,,,,,
1359,10/13/2024,Life,Chores,"Make lunch, clean kitchen, snack",12:02 PM,12:37 PM,,,,,
1360,10/13/2024,Embedded,Lab,Lab #2 p2,12:43 PM,3:09 PM,,,,,
1361,10/13/2024,Comparative,Project,Project #3 p1,3:44 PM,6:16 PM,,,,,
1362,10/14/2024,Embedded,Lab,Lab #2 p3 - testing,10:13 AM,11:08 AM,,,,,
1363,10/14/2024,Productivity,Plan,Plan for week,12:30 PM,12:51 PM,,,,,
1364,10/14/2024,Embedded,Lab,Lab #2 p4,1:32 PM,2:28 PM,,,,,
1365,10/14/2024,Embedded,Lab,Lab #2 p5,3:40 PM,4:40 PM,,,,,
1366,10/14/2024,Embedded,Lab,Lab #2 p6,4:40 PM,6:13 PM,,,,,
1367,10/15/2024,Comparative,Project,Project #3 p2,8:18 AM,8:50 AM,,,,,
1368,10/15/2024,Comparative,Project,Project #3 p3,3:30 PM,7:57 PM,,,,,
1369,10/15/2024,Comparative,Project,Project #3 p4,8:57 PM,10:35 PM,,,,,
1370,10/16/2024,DBMS,Project,Project #1 p1,1:25 PM,2:23 PM,,,,,
1371,10/16/2024,DBMS,Project,Project #1 p2,3:23 PM,7:06 PM,,,,,
1372,10/16/2024,SWE,Project,First UI page mockup p1,8:43 PM,10:09 PM,,,,,
1373,10/17/2024,Teams I,Lab,ws 4.1 fix table p1,8:19 AM,8:28 AM,,,,,
1374,10/17/2024,Teams I,Lab,ws 4.1 fix table p2,8:40 AM,8:50 AM,,,,,
1375,10/17/2024,Teams I,Lab,ws 4.1 fix table p3,12:51 PM,2:14 PM,,,,,
1376,10/17/2024,Teams I,Lab,ws 4.1 fix table p4,2:17 PM,3:30 PM,,,,,
1377,10/17/2024,Teams I,Lab,ws 4.1 fix table p5,6:14 PM,8:18 PM,,,,,
1378,10/18/2024,DBMS,Project,Project #1 p3,2:36 PM,5:43 PM,,,,,
1379,10/18/2024,Embedded,Quiz,Quiz #6,8:00 PM,8:37 PM,,,,,
1380,10/18/2024,DBMS,Quiz,Quiz #7,8:40 PM,8:56 PM,,,,,
1381,10/18/2024,DBMS,Project,Project #1 p4,8:57 PM,9:49 PM,,,,,
1382,10/19/2024,DBMS,Project,Project #1 p5,12:15 PM,2:31 PM,,,,,
1383,10/19/2024,DBMS,Project,Project #1 p6,3:00 PM,4:42 PM,,,,,
1384,10/19/2024,DBMS,Project,Project #1 p7,5:30 PM,7:07 PM,,,,,
1385,10/19/2024,DBMS,Project,Project #1 p8,7:30 PM,8:30 PM,,,,,
1386,10/19/2024,DBMS,Project,Project #1 p9,9:15 PM,9:46 PM,,,,,
1387,10/20/2024,DBMS,Project,Project #1 p10,12:28 PM,12:58 PM,,,,,
1388,10/20/2024,DBMS,Project,Project #1 p11,1:19 PM,1:56 PM,,,,,
1389,10/20/2024,DBMS,Project,Project #1 p12,2:29 PM,4:44 PM,,,,,
1390,10/20/2024,DBMS,Project,Project #1 p13,6:19 PM,10:20 PM,,,,,
1391,10/21/2024,DBMS,Homework,HW #3 p1,11:04 AM,11:07 AM,,,,,
1392,10/21/2024,DBMS,Homework,HW #3 p2,3:18 PM,4:09 PM,,,,,
1393,10/21/2024,Productivity,Data Entry,Data Entry,5:22 PM,5:57 PM,,,,,
1394,10/21/2024,Career,Homework,Tau Beta Pi initiation prep,6:18 PM,6:39 PM,,,,,
1395,10/21/2024,DBMS,Project,Proj #1 p14.A,6:39 PM,6:48 PM,,,,,
1396,10/21/2024,DBMS,Project,Proj #1 p14.B,8:10 PM,10:11 PM,,,,,
1397,10/22/2024,DBMS,Project,Proj #1 p15,10:53 AM,12:29 PM,,,,,
1398,10/22/2024,DBMS,Project,Proj #1 p16,4:34 PM,5:35 PM,,,,,
1399,10/22/2024,DBMS,Project,Proj #1 p17,5:46 PM,8:45 PM,,,,,
1400,10/22/2024,DBMS,Project,Proj #1 p18,9:34 PM,11:11 PM,,,,,
1401,10/24/2024,SWE,Participation,Guest lecture #3,2:42 PM,3:10 PM,,,,,
1402,10/24/2024,SWE,Participation,Meeting mins week #8,3:10 PM,3:31 PM,,,,,
1403,10/24/2024,SWE,Project,Design specs MVS p1,3:31 PM,3:43 PM,,,,,
1404,10/24/2024,SWE,Project,Design specs MVS p2,3:53 PM,4:36 PM,,,,,
1405,10/24/2024,SWE,Project,Design specs MVS p3,4:53 PM,5:50 PM,,,,,
1406,10/25/2024,Embedded,Quiz,Quiz #7,5:01 PM,5:47 PM,,,,,
1407,10/25/2024,DBMS,Quiz,Quiz #8,5:48 PM,6:10 PM,,,,,
1408,10/26/2024,Teams I,Lab,ws 4.2 - KNN table sources p1,11:35 AM,1:04 PM,,,,,
1409,10/26/2024,Teams I,Lab,ws 4.2 - KNN table sources p2,1:12 PM,2:27 PM,,,,,
1410,10/26/2024,Comparative,Project,Review proj #1 grading,3:11 PM,3:30 PM,,,,,
1411,10/26/2024,Productivity,Homework,Download all new content from Pilot,3:34 PM,3:47 PM,,,,,
1412,10/26/2024,Productivity,Plan,Make a plan for today,4:00 PM,4:12 PM,,,,,
1413,10/26/2024,Life,Chores,"Laundry, vacuum, empty trash",4:14 PM,5:04 PM,,,,,
1414,10/26/2024,SWE,Project,Project research p1,6:21 PM,6:37 PM,,,,,
1415,10/26/2024,SWE,Project,Project research p2,6:45 PM,9:41 PM,,,,,
1416,10/27/2024,SWE,Project,Project research p3,12:14 PM,12:47 PM,,,,,
1417,10/27/2024,SWE,Project,Project research p4,1:00 PM,4:40 PM,,,,,
1418,10/27/2024,Teams I,Lab,ws 4.2 criteria rank explanation p1,6:03 PM,6:16 PM,,,,,
1419,10/27/2024,Teams I,Lab,ws 4.2 criteria rank explanation p2,6:30 PM,8:07 PM,,,,,
1420,10/27/2024,Life,Chores,Finish laundry,8:08 PM,8:14 PM,,,,,
1421,10/28/2024,Productivity,Plan,Make plan for the week,10:10 AM,10:28 AM,,,,,
1422,10/28/2024,Comparative,Project,Set up ruby,10:29 AM,10:50 AM,,,,,
1423,10/28/2024,Comparative,Project,Project #4 p1.A,10:50 AM,11:08 AM,,,,,
1424,10/28/2024,Comparative,Project,Project #4 p1.B,6:22 PM,7:00 PM,,,,,
1425,10/28/2024,Comparative,Project,Project #4 p2,7:18 PM,9:45 PM,,,,,
1426,10/29/2024,Comparative,Project,Project #4 p3.A,8:40 AM,8:52 AM,,,,,
1427,10/29/2024,Comparative,Project,Project #4 p3.B,11:08 AM,12:31 PM,,,,,
1428,10/29/2024,Comparative,Project,Project #4 p4,5:20 PM,6:27 PM,,,,,
1429,10/29/2024,Comparative,Project,Project #4 p5,7:50 PM,9:07 PM,,,,,
1430,10/30/2024,Comparative,Project,Project #4 p6,12:50 PM,1:24 PM,,,,,
1431,10/30/2024,Productivity,Data Entry,Enter in 10/21 - 10/29 data,1:28 PM,1:51 PM,,,,,
1432,10/31/2024,DBMS,Homework,HW #4 p1.A,1:56 PM,2:13 PM,,,,,
1433,10/31/2024,DBMS,Homework,HW #4 p1.B + p2,3:03 PM,4:44 PM,,,,,
1434,10/31/2024,DBMS,Homework,HW #4 p3,4:49 PM,5:51 PM,,,,,
1435,10/31/2024,Teams I,Lab,ws 4.3 complete 2 requirements,7:48 PM,8:51 PM,,,,,
1436,10/31/2024,Career,Homework,Prep for Tau Beta Pi Initiation,8:52 PM,9:14 PM,,,,,
1437,11/1/2024,DBMS,Quiz,Quiz #9,11:56 AM,12:45 PM,,,,,
1438,11/1/2024,Teams I,Lab,ws 4.3 p1,12:59 PM,1:59 PM,,,,,
1439,11/1/2024,Teams I,Lab,ws 4.3 p2,2:23 PM,3:17 PM,,,,,
1440,11/1/2024,Embedded,Lab,Lab #3 p1 - Reading document,3:24 PM,3:59 PM,,,,,
1441,11/2/2024,Embedded,Lab,Lab #3 p2,3:42 PM,5:21 PM,,,,,
1442,11/2/2024,Embedded,Lab,Lab #3 p3,5:42 PM,7:15 PM,,,,,
1443,11/2/2024,Embedded,Lab,Lab #3 p4,8:41 PM,10:26 PM,,,,,
1444,11/3/2024,Embedded,Lab,Lab #3 p5,9:48 AM,2:17 PM,,,,,
1445,11/3/2024,Embedded,Lab,Lab #3 p6,3:32 PM,8:41 PM,,,,,
1446,11/4/2024,Teams I,Lab,ws 4.4,1:11 PM,1:26 PM,,,,,
1447,11/4/2024,Productivity,Plan,Make weekly plan draft,1:40 PM,2:20 PM,,,,,
1448,11/4/2024,Embedded,Lab,Lab #3 p7,2:24 PM,3:52 PM,,,,,
1449,11/5/2024,Finance,Budgeting,Comprehensive budget oct,8:14 AM,8:31 AM,,,,,
1450,11/5/2024,Finance,Budgeting,Oct monthly budgeting,8:31 AM,9:00 AM,,,,,
1451,11/5/2024,SWE,Project,2nd UI page markup,4:28 PM,6:34 PM,,,,,
1452,11/5/2024,SWE,Project,2nd UI page html,8:36 PM,10:26 PM,,,,,
1453,11/6/2024,Comparative,Project,Project #5 p1,12:30 PM,2:27 PM,,,,,
1454,11/6/2024,Comparative,Project,Project #5 p2,3:24 PM,6:12 PM,,,,,
1455,11/7/2024,Productivity,Data Entry,Data entry,8:58 PM,9:11 PM,,,,,
1456,11/7/2024,Finance,Bills,Pay medical bills,9:27 PM,9:29 PM,,,,,
1457,11/7/2024,Teams I,Presentation,Presentation (PDR) p1,9:33 PM,11:59 PM,,,,,
1458,11/8/2024,Teams I,Presentation,Presentation (PDR) p1,12:00 AM,12:29 AM,,,,,
1459,11/8/2024,DBMS,Quiz,Quiz #10,3:07 PM,3:29 PM,,,,,
1460,11/8/2024,SWE,Participation,Meeting mins + guest lecture,3:30 PM,4:19 PM,,,,,
1461,11/8/2024,Embedded,Quiz,Quiz #9,4:45 PM,5:24 PM,,,,,
1462,11/8/2024,DBMS,Project,Project #2 p1,5:38 PM,8:33 PM,,,,,
1463,11/9/2024,Life,Chores,Vacuum + start laundry load #1,3:34 PM,4:12 PM,,,,,
1464,11/9/2024,Therapy,Homework,Therapy assignment p1,8:36 PM,9:28 PM,,,,,
1465,11/9/2024,Therapy,Homework,Therapy assignment p2,1:53 PM,3:23 PM,,,,,
1466,11/9/2024,Comparative,Project,Proj #5 p3 finish up,4:00 PM,5:14 PM,,,,,
1467,11/9/2024,Teams I,Lab,Update project next objectives p1,5:15 PM,5:21 PM,,,,,
1468,11/9/2024,Teams I,Lab,Update project next objectives p2,5:56 PM,6:08 PM,,,,,
1469,11/9/2024,Therapy,Project,Paruresis Project finish up p1,6:10 PM,6:37 PM,,,,,
1470,11/9/2024,Therapy,Project,Paruresis Project finish up p2,7:34 PM,9:15 PM,,,,,
1471,11/10/2024,Therapy,Project,Paruresis Project finish up p3.A,10:40 PM,11:59 PM,,,,,
1472,11/10/2024,Therapy,Project,Paruresis Project finish up p3.B,12:00 AM,12:25 AM,,,,,
1473,11/11/2024,SWE,Project,2nd UI page: custom error message p1,7:25 PM,9:56 PM,,,,,
